fetched_at_npt,fetch_date,symbol,candle_date,open,high,low,close,volume,prev_close,pct_change,poll_number,circuit_status
14:57:40,2026-03-25,NEPSE,2026-03-25,2964.68,2969.5,2929.45,2931.19,14245694574,2960.4,-0.9867,1,none
14:57:40,2026-03-25,NABIL,2026-03-25,544.0,548.0,538.0,540.0,118813,544.6,-0.8447,1,none
14:57:40,2026-03-25,ADBL,2026-03-25,328.5,340.0,328.5,330.0,104705,334.9,-1.4631,1,none
14:57:40,2026-03-25,SCB,2026-03-25,693.6,693.6,676.0,677.9,24946,680.0,-0.3088,1,none
14:57:40,2026-03-25,NTC,2026-03-25,932.0,932.0,895.0,900.0,15446,914.0,-1.5317,1,none
14:57:40,2026-03-25,NICA,2026-03-25,387.0,404.9,387.0,397.0,474235,394.0,0.7614,1,none
14:57:40,2026-03-25,UPPER,2026-03-25,237.0,238.0,229.9,230.9,619749,236.9,-2.5327,1,none
